[main] INFO com.azure.tools.bomgenerator.BomGenerator - We dropped the following dependencies from the input list.
[main] INFO com.azure.tools.bomgenerator.BomGenerator - Dependency com.azure:azure-communication-chat:1.0.0, Reason com.azure:azure-core:1.14.1
[main] INFO com.azure.tools.bomgenerator.BomGenerator - Dependency com.azure:azure-communication-common:1.0.3, Reason com.azure:azure-core-http-netty:1.10.0
[main] INFO com.azure.tools.bomgenerator.BomGenerator - Dependency com.azure:azure-communication-identity:1.1.1, Reason com.azure:azure-core:1.17.0
[main] INFO com.azure.tools.bomgenerator.BomGenerator - Dependency com.azure:azure-communication-phonenumbers:1.0.3, Reason com.azure:azure-core:1.17.0
[main] INFO com.azure.tools.bomgenerator.BomGenerator - Dependency com.azure:azure-communication-sms:1.0.3, Reason com.azure:azure-core:1.17.0
[main] INFO com.azure.tools.bomgenerator.BomGenerator - Dependency com.azure:azure-cosmos:4.17.0, Reason org.slf4j:slf4j-api:1.7.31
[main] INFO com.azure.tools.bomgenerator.BomGenerator - Dependency com.azure:azure-digitaltwins-core:1.1.1, Reason com.fasterxml.jackson.core:jackson-annotations:2.12.2
[main] INFO com.azure.tools.bomgenerator.BomGenerator - Dependency com.azure:azure-messaging-eventgrid:4.4.0, Reason com.azure:azure-core-http-netty:1.10.0
[main] INFO com.azure.tools.bomgenerator.BomGenerator - Dependency com.azure:azure-messaging-eventhubs-checkpointstore-blob:1.8.1, Reason com.azure:azure-core-http-netty:1.10.0
[main] INFO com.azure.tools.bomgenerator.BomGenerator - Dependency com.azure:azure-mixedreality-authentication:1.0.0, Reason com.azure:azure-core-http-netty:1.9.0
[main] INFO com.azure.tools.bomgenerator.BomGenerator - Dependency com.azure:azure-mixedreality-remoterendering:1.0.0, Reason com.azure:azure-core-http-netty:1.9.0
[main] INFO com.azure.tools.bomgenerator.BomGenerator - Dependency com.azure:azure-search-documents:11.4.0, Reason com.azure:azure-core-serializer-json-jackson:1.2.4
[main] INFO com.azure.tools.bomgenerator.BomGenerator - Dependency com.azure:azure-storage-blob-batch:12.10.0, Reason com.azure:azure-core-http-netty:1.10.0
[main] INFO com.azure.tools.bomgenerator.BomGenerator - Dependency com.azure:azure-storage-blob-cryptography:12.12.0, Reason com.azure:azure-core-http-netty:1.10.0
[main] INFO com.azure.tools.bomgenerator.BomGenerator - Dependency com.azure:azure-storage-blob:12.12.0, Reason com.azure:azure-core-http-netty:1.10.0
[main] INFO com.azure.tools.bomgenerator.BomGenerator - Dependency com.azure:azure-storage-common:12.12.0, Reason com.azure:azure-core-http-netty:1.10.0
[main] INFO com.azure.tools.bomgenerator.BomGenerator - Dependency com.azure:azure-storage-file-datalake:12.6.0, Reason com.azure:azure-core-http-netty:1.10.0
[main] INFO com.azure.tools.bomgenerator.BomGenerator - Dependency com.azure:azure-storage-file-share:12.10.0, Reason com.azure:azure-core-http-netty:1.10.0
[main] INFO com.azure.tools.bomgenerator.BomGenerator - Dependency com.azure:azure-storage-internal-avro:12.0.5, Reason com.azure:azure-core-http-netty:1.10.0
[main] INFO com.azure.tools.bomgenerator.BomGenerator - Dependency com.azure:azure-storage-queue:12.10.0, Reason com.azure:azure-core-http-netty:1.10.0
